"","Gene","CcSP_neg.lfc","CcDN_neg.lfc","CcDP_neg.lfc","BeadSP_neg.lfc","BeadDN_neg.lfc","BeadDP_neg.lfc"
"1079","NT_90",0.83581,-0.32392,2.0502,0.57509,-0.26021,0.30928
"1080","NE_86",0.85038,0.73723,-1.1186,0.28217,-0.30565,0.28002
"1081","PDPN",1.0012,1.2047,3.6191,0.37286,0.6697,0.035314
"1082","NE_62",0.82551,1.7702,-3.0603,-1.1646,-0.33374,-1.3482
"1083","BTK",0.69183,-0.41153,-0.76972,0.12461,0.37896,0.090704
"1084","S100A10",0.91645,-0.39553,3.6212,0.44836,1.0708,0.56926
"1085","NE_91",0.851,0.62977,-0.55489,1.1101,-0.30224,0.13193
"1086","RAB11FIP1",1.5524,0.1205,0.59319,0.068603,0.2386,0.18137
"1087","EDEM1",0.23892,0.88719,0.50081,0.1821,0.01832,0.27717
"1088","FGB",1.6807,1.9061,2.8099,0.16978,0.054321,-0.49623
"1089","ACSL3",0.87423,0.37694,0.99676,-0.019005,0.01581,-0.76126
"1090","FZD5",0.66478,0.2726,3.0736,0.29516,0.034839,0.43619
"1091","NE_56",0.89822,1.7548,2.4883,-0.59319,0.19826,-0.92956
"1092","HLA-DRB5",0.43674,0.28209,1.7001,0.79628,0.55742,0.081848
"1093","NT_49",0.88315,1.1413,-0.20727,0.16244,0.79474,0.24867
"1094","PDGFA",1.0456,0.26142,0.029474,-0.41402,-0.07737,-0.52339
"1095","PECAM1",1.6088,0.89284,1.3865,0.39846,0.17123,0.52056
"1096","S100A11",0.81583,0.066845,-0.92792,-0.33089,0.3309,-0.29213
"1097","GAS6",0.21923,0.90598,1.8183,0.26626,0.21088,0.45485
"1098","NT_87",0.9444,0.38566,-0.25549,0.058777,0.17041,0.28309
"1099","ST6GALNAC6",0.28012,1.1098,-0.59643,0.19415,0.15633,-0.1266
"1100","SNRNP70",0.42888,-0.13212,0.50222,0.21496,-0.22523,0.49827
"1101","BEX1",0.18587,0.45151,-2.0402,0.41457,-0.0021067,0.026515
"1102","LAYN",1.3079,2.0009,0.86286,0.052132,-0.095416,0.29787
"1103","GIMAP7",0.83268,1.1583,1.3813,0.039867,-0.39177,0.29941
"1104","NCSTN",0.23103,0.69169,-0.2936,0.18902,0.45765,0.45681
"1105","NT_56",0.92853,-1.117,-1.6495,0.63251,0.7052,-0.32349
"1106","AREG",1.068,0.68196,2.6906,-0.31082,0.026815,0.11802
"1107","AOC3",0.77499,-0.10536,-1.7306,0.34401,0.90908,-0.17817
"1108","WNT4",0.4585,0.73926,2.2138,-0.022232,-0.16751,0.12177
"1109","NT_61",1.0225,2.6833,0.76499,0.7918,0.61848,0.58366
"1110","TLE4",0.65648,0.020225,2.9032,0.14973,-0.41792,-0.050454
"1111","YES1",0.35943,-0.82717,0.94908,-0.16642,-0.32455,0.29088
"1112","FXYD5",0.30389,0.79331,0.57808,-0.37012,-0.24967,-0.28614
"1113","BMP10",0.11587,0.70496,-0.32228,0.3688,0.52518,-0.15801
"1114","AEBP1",0.47306,-1.1559,-2.4064,-0.18837,-0.45643,-1.2587
"1115","F2R",0.6666,0.60218,-0.77947,0.48062,-0.032986,0.30593
"1116","NT_88",1.0965,0.98945,2.3231,-0.050792,0.47377,0.26383
"1117","FZD6",1.3139,0.89099,4.3126,0.046862,-0.48808,0.43897
"1118","POGLUT1",1.0799,0.89632,0.2649,0.46494,0.15793,-0.040486
"1119","VAMP5",1.6582,1.1976,1.1141,0.64391,0.11701,1.0144
"1120","PTEN",2.1785,2.3738,3.7899,-0.56085,-0.32262,0.68971
"1121","NT_95",0.94257,1.0964,-1.3289,0.58477,0.64075,0.38963
"1122","CD79A",0.45475,0.71512,-0.017412,-0.058181,-0.36271,0.21301
"1123","NE_89",1.03,0.90135,2.1425,-0.20191,0.1867,0.12733
"1124","KRT10",0.9771,-0.27457,2.2341,0.0305,-0.098362,-0.33027
"1125","NE_36",1.1171,-0.95986,3.8988,0.58433,0.57911,0.29744
"1126","NT_58",1.0784,2.3021,2.0797,0.76212,0.36207,0.33315
"1127","F2",0.9734,-0.1554,0.096873,-0.17902,0.012383,-0.023561
"1128","NE_32",1.0276,1.3102,0.082251,-0.1276,0.12694,-0.34875
"1129","ANO9",1.5002,-0.65078,0.059743,0.081252,-0.49292,-0.30576
"1130","MMP16",0.52834,1.0997,3.4285,-0.10166,-0.038669,0.17768
"1131","GFRA3",1.6872,0.5047,2.7092,-0.52181,-0.23884,0.23154
"1132","LPAR2",0.2368,0.7515,-1.3936,0.21903,0.43903,-0.021677
"1133","IDE",1.7586,1.4089,1.6826,-0.49273,0.68182,-0.056331
"1134","RASGRP1",0.20913,-1.1343,-1.3651,0.33961,0.032548,-0.20555
"1135","NT_81",1.0753,1.0208,-1.2062,0.13432,-0.12389,0.37354
"1136","ICAM3",0.3808,-0.51773,1.7506,0.23983,0.19817,-0.27486
"1137","NE_83",1.1028,1.0065,1.8272,0.46724,0.10662,0.834
"1138","MRC1",0.83257,0.51426,-0.32153,-0.29523,-0.13862,-0.17628
"1139","C8orf55",0.84008,0.39819,0.28758,-0.45541,0.040823,-0.59582
"1140","CEACAM1",0.74817,1.1247,0.58016,0.31912,-0.083464,0.27895
"1141","ITGA8",0.76435,0.14629,2.5631,-0.10924,-0.21549,-0.43499
"1142","BTNL2",0.81176,0.48141,0.72274,0.37179,0.19077,0.55557
"1143","NT_93",1.2429,3.0501,4.0722,0.19934,-0.13696,0.025688
"1144","NE_27",1.1926,1.8104,5.806,-0.31836,0.10476,-0.48413
"1145","MS4A4A",0.42895,0.33693,2.186,-0.20092,-0.29455,0.027136
"1146","NE_77",1.2452,1.8229,-1.8406,0.42483,-0.41855,0.41873
"1147","XPC",0.86192,1.2221,0.20477,-0.43406,0.067609,-0.49295
"1148","CD5",2.4577,0.90473,-1.9311,0.45038,-0.10771,-1.5956
"1149","NT_72",1.2419,2.5543,4.5117,0.58135,0.29974,-0.53277
"1150","PROM2",0.9449,0.36824,1.9691,0.20282,0.3468,-0.77077
"1151","PSMD9",0.21966,1.0274,0.78128,0.32982,-0.20262,-0.25275
"1152","FGFR2",0.39115,1.0996,0.4434,0.21265,-0.35868,-0.23728
"1153","SEMA4D",0.28468,1.1372,1.9264,0.35892,0.17005,0.047539
"1154","FUCA2",0.29414,0.33833,-0.97288,0.12299,-0.035931,-0.47758
"1155","PAK2",1.1292,2.1864,3.8731,0.054954,-0.015506,-0.071294
"1156","TREML1",0.81268,0.94067,-1.3521,-0.34653,-0.114,-0.32784
"1157","NE_49",1.2479,0.45048,5.3003,-1.5232,-0.43255,-0.82477
"1158","OTOA",0.96622,-0.20168,1.6541,-0.38345,-0.35427,-0.2113
"1159","NAPSA",0.82027,0.26036,2.3656,-0.30631,0.26199,0.2173
"1160","PSMA1",0.42269,-0.076947,2.0989,0.42312,0.94746,-0.05371
"1161","LILRA4",1.0432,0.63856,0.97343,-0.0095987,0.49408,0.7239
"1162","NE_98",1.3017,0.67518,1.7184,-0.010118,-0.56285,-0.13082
"1163","NE_54",1.1474,1.6709,2.0784,0.74608,1.1131,-0.9358
"1164","NT_55",1.2355,-0.047986,-1.1223,1.5896,1.4965,1.2622
"1165","IGF1R",0.67813,0.47918,-0.50791,0.15462,-0.066723,0.41756
"1166","SLC9A3",0.64477,-0.046681,2.6434,0.19108,-0.16508,-0.2125
"1167","CLEC9A",0.56113,0.21111,2.4218,0.49482,0.045413,0.32966
"1168","NT_50",1.2947,2.8526,1.0011,0.57903,0.12684,0.79786
"1169","NT_41",1.3946,1.465,7.5065,0.52266,0.85212,-0.089556
"1170","STAT1",0.81104,0.43019,1.5024,0.10713,0.16008,-0.12273
"1171","HLA-A",0.1291,0.69159,1.4822,0.51774,0.22149,0.55251
"1172","NE_55",1.2832,0.23999,3.1239,0.95818,1.2288,1.3563
"1173","NT_42",1.4019,-0.46527,-1.077,0.12032,-0.22065,-0.20818
"1174","MYLK",1.492,0.78095,1.9584,0.34196,0.14379,0.74879
"1175","NT_59",1.3591,0.97172,2.032,0.29355,0.54642,0.21945
"1176","NT_73",1.2744,2.8282,3.3417,2.0145,0.26719,-0.05028
"1177","NT_96",1.3389,0.32634,-1.2958,0.3682,0.20903,0.52004
"1178","CLEC2B",1.0097,-0.031556,2.2764,-0.46853,0.062007,-0.20541
"1179","ZAP70",2.5287,2.29,2.5828,0.34479,-0.0032777,-0.026427
"1180","ITIH1",0.45072,-0.95679,0.53804,0.18183,0.018776,-0.3335
"1181","IGFBP6",0.22995,1.5961,2.3802,-0.60467,0.47223,-0.21281
"1182","TM9SF1",0.35379,-0.9221,-0.68943,0.27621,0.14125,0.18702
"1183","CSK",0.83523,0.84669,1.2112,0.048298,-0.040699,-0.45336
"1184","CEBPZ",0.50603,0.98565,1.8051,-0.45063,0.50018,-0.16582
"1185","NT_79",1.3939,1.1554,0.14454,0.61905,0.6582,0.74055
"1186","FAM160B2",1.1324,1.8206,3.8297,-0.14898,0.066052,-0.23706
"1187","NT_77",1.4538,1.6144,3.401,-0.21112,-0.46192,-0.13673
"1188","SPPL2A",0.051604,0.63612,-2.3556,0.12208,-0.27828,0.45699
"1189","GLA",0.39565,0.26244,3.3481,0.19158,0.45885,-0.39112
"1190","ACP5",0.66158,0.45279,1.9859,-0.036324,0.39914,-0.41394
"1191","AMELX",0.97841,0.67598,-0.26572,0.18353,0.25002,0.36545
"1192","STX4",1.4049,2.2998,2.7904,-0.39759,-0.28313,-0.13698
"1193","SUSD1",0.66162,0.2104,1.9008,-0.73453,-0.43162,-0.51809
"1194","MAPK13",1.0098,0.71174,0.97124,-0.51393,0.063006,-0.40928
"1195","IL6ST",1.1849,0.066848,1.3984,-0.15229,0.37393,0.16787
"1196","CCR7",0.51103,0.44783,1.2793,0.68064,0.39126,1.3442
"1197","PTPRT",0.74338,0.54998,0.65532,0.31842,0.53757,0.053009
"1198","TLR2",0.78967,0.081009,-0.20918,0.044138,-0.073837,0.32551
"1199","NT_64",1.4912,3.4506,4.9624,-0.082801,0.035133,1.1495
"1200","SSR2",0.4764,1.1024,2.8832,-0.015463,0.32486,-0.17555
"1201","PSMC6",1.7626,2.3458,2.0479,-0.45372,-0.25469,-0.12944
"1202","NT_52",1.5142,1.2675,1.0808,0.33282,0.27012,0.28686
"1203","PBXIP1",1.3367,1.3441,3.4511,0.11705,0.0023474,0.12831
"1204","DENND1B",1.718,2.2013,3.1409,0.1262,0.0086476,-0.073687
"1205","NE_34",1.585,0.91606,0.11282,0.48642,1.1828,-0.12931
"1206","NLGN2",0.19168,0.50448,0.49272,-0.33848,-0.080654,-0.0035702
"1207","LGALS3BP",0.3116,-0.10736,0.30198,-0.16019,-0.15942,-0.083854
"1208","NE_41",1.5329,0.7954,2.9904,-0.15493,-0.41647,-0.11012
"1209","NT_31",1.602,0.73432,2.8214,0.40085,0.12787,0.6905
"1210","NACA",0.12383,-0.37834,-0.63799,0.31596,0.29183,-0.55047
"1211","PPP3CB",1.0049,1.1242,3.2329,0.47967,0.29231,-0.41437
"1212","BTRC",1.3645,0.91976,4.7147,0.24234,0.0015323,0.50395
"1213","RC3H2",0.70533,1.4663,4.3001,-0.027902,0.053501,0.23884
"1214","ACKR3",1.1055,1.2284,1.9102,0.107,0.43454,0.32643
"1215","PLAT",0.60153,1.4349,2.4263,-0.49578,-0.61976,-0.80746
"1216","GSR",0.96016,0.43955,-0.40601,0.39899,0.05064,0.010462
"1217","GGT5",1.2515,0.53972,-1.8779,0.31462,0.23158,-0.083535
"1218","NT_70",1.6074,1.931,0.72089,-0.37891,-0.88705,-0.77596
"1219","CADM1",0.61224,-0.25428,0.55983,0.44699,0.45382,0.023204
"1220","NT_39",1.6947,1.6446,0.020938,0.00020637,0.50317,0.41633
"1221","TGFA",1.469,1.7533,2.2826,-0.011824,-0.27382,0.5416
"1222","HLA-DMB",1.3397,1.7086,2.5217,0.19048,0.10753,-0.15852
"1223","FCRL6",0.84113,0.32671,3.5992,0.23166,-0.025459,-0.15031
"1224","NT_34",1.6793,1.1845,0.79128,0.29916,0.19478,1.0305
"1225","NT_100",1.6777,3.9899,4.0818,0.57351,-0.038728,0.46484
"1226","CELF3",0.36355,0.094957,-0.44493,-0.08269,-0.19243,0.2096
"1227","TNN",0.7762,-1.305,-0.58102,0.20088,0.23882,0.025269
"1228","NPDC1",1.0086,0.15902,-1.2298,-0.60541,-0.10864,-0.42115
"1229","ADGRA3",0.76941,0.031596,3.0173,0.099442,-0.10046,0.19613
"1230","ADIPOQ",0.78058,0.025186,-1.2721,0.15335,0.25929,0.34004
"1231","IL12RB1",0.65671,0.66625,-0.44309,-0.43533,-0.39613,-0.028736
"1232","GNPTG",0.49232,1.1962,3.9023,0.044374,0.0062701,-0.015146
"1233","NF2",0.6141,0.75161,-0.83095,0.17224,-0.23354,0.35717
"1234","FRMD4A",0.76724,1.4609,2.2786,0.1298,-0.090953,-0.27779
"1235","IL18",0.18872,0.57978,0.87445,0.64285,0.1454,0.29573
"1236","GZMK",1.1508,0.48078,-0.2508,-0.029061,-0.32346,0.2532
"1237","GOT2",0.39997,1.0707,-0.82975,0.12133,0.45258,0.26456
"1238","NE_39",1.8583,1.0792,3.9258,-0.50287,0.53524,0.11962
"1239","TMEM8B",0.8631,0.25482,1.8743,0.27922,0.55883,0.40257
"1240","NE_46",1.7155,-0.30283,-0.55069,1.556,1.0683,1.6796
"1241","RCSD1",0.99114,1.2047,0.17786,0.70637,-0.070952,-0.34942
"1242","NT_75",1.7299,0.4122,3.2674,1.1169,0.76523,0.29669
"1243","NE_43",1.7593,1.4921,2.1122,-0.64762,-0.6477,1.9276
"1244","TMEM154",0.3691,1.197,2.4837,-0.076696,0.061338,-0.51901
"1245","OSBPL10",0.70005,-0.017078,0.67237,0.16218,0.45579,-0.35222
"1246","IL2RB",1.358,1.2009,2.5053,0.39246,0.42737,-0.18269
"1247","NE_47",1.7667,1.8405,2.5775,0.1083,-0.9756,-1.0512
"1248","IL3RA",0.40227,0.037016,2.7987,0.48995,0.31585,0.46898
"1249","UBC",1.5568,1.9147,4.3295,-0.22433,-0.089156,0.37527
"1250","SLAMF1",1.0866,0.097018,1.2747,-0.029574,0.20274,-0.26439
"1251","FCRLA",1.1733,1.1194,-1.3092,-0.18195,-0.27006,0.2943
"1252","PAK1",0.65565,1.5094,2.2356,0.066433,-0.34777,0.76355
"1253","MDM2",0.90772,0.86126,2.7181,-0.16412,-0.57868,0.081595
"1254","CCR4",0.45338,0.72683,2.3412,0.24678,0.034449,0.43219
"1255","DCLRE1C",0.92401,1.2881,1.4733,-0.24093,-0.15567,-0.084394
"1256","NT_45",1.8149,2.4459,1.4231,0.19244,0.28848,0.016549
"1257","RAMP1",0.95316,0.44813,1.3462,0.28636,-0.23067,0.15866
"1258","R3HDM1",1.3344,0.97206,1.8096,0.14522,0.23257,0.16309
"1259","PTPRC",0.46732,-0.071965,0.53321,0.34538,-0.046137,0.63717
"1260","SLC30A9",0.49422,0.52814,2.2308,-0.53992,-0.5722,-0.43891
"1261","MBOAT7",0.99862,2.6383,-0.67641,0.094509,-0.0092181,-0.083788
"1262","ADA",0.71379,-0.48531,-2.6813,0.40808,-0.38334,0.035514
"1263","MYH9",0.45878,0.69116,1.0222,-0.23066,0.083117,-0.46327
"1264","ACKR4",1.2758,1.6585,2.9909,-0.020232,0.22154,0.073249
"1265","IFNGR1",1.192,0.52655,3.3646,0.74996,0.52214,-0.02431
"1266","RELA",0.9729,0.61058,-2.3783,0.18843,-0.04591,-0.15745
"1267","ABCA1",0.54677,1.3339,0.096318,0.037723,-0.19135,-0.55239
"1268","TAS2R16",1.7031,1.8509,2.1177,0.45055,0.34451,0.46154
"1269","TPP2",0.89728,0.48025,-0.87747,0.71925,0.61465,0.82092
"1270","NE_79",1.8539,1.8691,2.9193,-0.98152,-1.191,0.12748
"1271","NLGN4Y",0.9556,1.4864,0.35165,-0.1833,0.46805,0.23881
"1272","NE_35",1.9252,0.39946,4.5203,-0.026098,0.41633,-0.2991
"1273","RAP1GAP2",0.23754,0.2796,0.011327,0.20509,-0.35838,0.84774
"1274","ST3GAL1",0.35334,0.22832,2.2203,0.55668,0.44326,0.57775
"1275","HNRNPU",0.399,0.34171,1.4081,-0.026343,0.012216,-0.36973
"1276","NE_72",1.9956,2.7297,1.8762,0.30767,-0.3168,-0.21422
"1277","KIAA0226L",0.79281,-0.78066,-0.68876,0.25786,-0.4168,0.36758
"1278","SOCS2",1.0249,2.628,0.92733,0.32098,-0.013181,0.39572
"1279","P2RY12",0.47783,1.3952,0.21376,-0.030647,0.31748,0.32405
"1280","NE_60",2.0626,0.4727,-0.82429,-0.32327,-0.61627,-0.27107
"1281","ARHGEF9",1.0437,1.2452,2.1329,-0.18062,0.28888,0.13777
"1282","APOH",0.93223,0.99996,0.717,0.27398,0.10558,0.55172
"1283","NE_38",2.068,2.2191,1.6465,-0.67722,0.32277,-0.20691
"1284","PPFIA2",0.6965,-0.20085,0.075763,0.37084,0.68241,0.60252
"1285","NT_84",2.1767,2.3667,4.5437,0.5609,0.07342,0.0073522
"1286","PACS1",0.83341,-0.90841,-0.15254,-0.22654,-0.13537,0.065859
"1287","PKD1L3",0.31122,0.53209,2.4691,0.16933,0.25302,0.25086
"1288","B4GALT1",1.4774,2.0204,-0.43419,0.24171,0.34192,0.17314
"1289","TRPM8",0.60661,0.664,2.0507,-0.30361,0.055928,-0.34565
"1290","BTN2A1",0.93198,0.10613,0.26931,-0.0023293,0.13452,-0.61084
"1291","FZD3",0.92175,1.0835,1.2049,0.52786,-0.17749,0.18572
"1292","CCR10",0.35263,0.31898,0.96802,-0.1653,-0.14529,0.26228
"1293","ICOS",0.87203,1.8183,1.6286,0.076265,0.1424,0.066621
"1294","CTSD",0.72104,0.71421,1.1636,-0.10447,-0.48276,-0.059875
"1295","GZMM",0.59702,1.5593,1.0273,-0.079081,-0.16648,0.33967
"1296","IGLL5",1.2422,0.38464,-0.34177,0.16836,-0.10089,-0.46268
"1297","TNFRSF4",1.1051,0.57242,1.3891,-0.0054878,-0.018415,-0.086883
"1298","GTF2B",0.90827,-0.15611,-0.46377,0.6578,-0.025147,0.099096
"1299","WASF1",1.6771,1.8869,2.5497,-0.1405,0.37309,0.33689
"1300","NE_58",2.3063,2.6508,3.2091,-0.72013,-0.0018228,0.81735
"1301","BTD",1.3195,1.8076,2.3812,0.15576,-0.032745,0.58437
"1302","CXCL10",1.4284,0.47471,3.5589,-0.26413,0.064653,-0.13473
"1303","CNTFR",0.35935,0.89342,1.9985,-0.27483,-0.14027,-0.094257
"1304","BMPR2",1.4057,2.2403,2.8578,0.19417,-0.15996,0.17472
"1305","ULBP2",0.41412,-0.27864,-1.091,-0.75128,-1.3202,-0.1523
"1306","CD109",0.99197,0.987,2.9427,0.45756,-0.042121,0.18528
"1307","NT_32",2.3821,1.5165,2.6186,1.1602,-0.5342,0.87339
"1308","FERMT2",1.8388,1.7927,2.8752,0.27032,0.23351,0.40711
"1309","CST8",0.88803,0.83264,0.89226,0.47761,0.48714,-0.45362
"1310","CLNK",0.45732,-0.11166,-0.38169,0.082019,0.16075,0.47206
"1311","GFRA1",0.67634,0.54889,2.1944,-0.27108,-0.1695,0.17623
"1312","FNIP2",0.67066,-0.99547,-0.93473,-0.4953,-0.084732,-0.24299
"1313","RNF31",0.42699,1.3666,2.7981,-0.65417,0.019766,-0.41199
"1314","ATP6V0A2",0.48468,0.40943,1.3655,0.67323,0.42405,0.86987
"1315","TPP1",0.83445,0.046163,1.9564,-0.60838,-0.064284,-0.6907
"1316","TGFBI",0.37846,0.46185,-0.89372,-0.33565,-0.39476,-0.021571
"1317","IL6R",0.72542,0.68493,2.8369,0.11968,0.099012,0.42686
"1318","ARVCF",1.0558,1.4295,1.1013,-0.2674,0.16504,0.21558
"1319","PTPN2",1.6348,1.6581,1.2827,0.32971,-0.061826,0.21809
"1320","ITGB2",1.661,1.1063,2.1193,-0.3363,-0.17794,-0.054906
"1321","HLA-DQB2",1.5368,1.0008,2.9737,0.23802,0.2999,0.0032054
"1322","COLGALT1",0.66583,-0.0006681,1.2102,-0.23873,-0.067098,-0.65991
"1323","DEFB105A",1.1782,1.5179,0.65722,0.40969,0.56605,0.4197
"1324","MAN2A1",0.39722,0.052779,1.2119,0.34629,0.41245,0.039368
"1325","SERPINH1",1.6075,0.96439,-0.0060391,0.48454,0.51298,0.6918
"1326","PTCH1",0.93053,1.8505,2.5307,0.30863,-0.20376,0.099339
"1327","HLA-DQA1",1.0608,1.7554,2.5179,0.49634,0.54207,0.22956
"1328","TMED9",0.51758,1.0343,-2.076,-0.71979,-0.28166,-0.096371
"1329","TFRC",0.60682,2.1001,1.0669,0.02096,-0.34905,-0.12841
"1330","TYMS",1.1583,0.25829,1.9666,0.1055,-0.65963,0.77321
"1331","KLRG1",0.68126,-0.012771,3.143,0.4291,-0.21064,0.36696
"1332","CACNA1F",0.74864,2.1393,2.2979,0.44463,0.8161,0.50151
"1333","NE_100",2.5953,2.5948,5.2007,-0.13434,-0.19698,0.54565
"1334","MSLN",0.86071,1.6163,1.4916,-0.17599,-0.66521,0.43603
"1335","CD46",1.0728,0.73981,0.6963,0.066924,-0.16519,-0.25479
"1336","P2RY8",1.6675,1.5681,2.6479,0.25158,0.044803,-0.14831
"1337","NT_51",2.9234,3.9731,2.0829,0.83013,0.20903,-0.25856
"1338","VAV2",0.86232,1.7423,2.729,0.13909,0.14261,0.39963
"1339","TMEM248",2.5806,1.5614,2.0676,-0.50275,0.38683,-0.72494
"1340","ABCF1",1.1151,0.86986,2.0048,-0.48555,-0.17509,-0.6018
"1341","THY1",1.1284,0.70584,-1.454,0.087323,-0.32715,0.12028
"1342","TPBG",1.2791,1.5801,2.9795,-0.14488,-0.051571,-0.5442
"1343","NT_54",3.2423,3.2437,5.345,-1.2325,-0.62948,-0.43846
"1344","CAPN2",1.3352,1.805,1.9288,0.15617,0.21175,-0.2899
"1345","PRLR",1.0772,0.82908,0.74828,0.2834,0.14807,-0.20728
"1346","UGCG",1.2501,0.71743,4.1545,0.45114,0.22136,0.5897
"1347","WNT7A",1.111,1.2934,1.5903,0.34446,0.1802,0.055804
"1348","HLA-DRB1",1.4693,2.1087,2.9737,0.26982,0.37822,-0.038421
"1349","ZNF681",1.2138,1.61,1.9828,-0.19105,0.86019,-0.24118
"1350","ANGPTL3",1.9623,1.4536,1.5276,0.28938,0.80787,-0.22143
"1351","TM2D1",1.2299,2.0622,1.6201,-0.19524,-0.33159,0.27061
"1352","IFNG",1.9157,1.7307,2.463,0.22857,0.12095,-0.32586
"1353","ITGA7",2.3978,2.2463,3.5286,-0.50404,-0.74302,-0.36833
"1354","ABCG1",1.8301,1.2011,3.5213,-0.2138,-0.12618,0.22552
